date,week_number,year,region,therapeutic_area,product,brand,trx,nrx,units,raw_region,raw_ta,raw_product,raw_brand,is_missing_categorical,parsed_date,iso_date,iso_year,iso_week,year_week,is_week_mismatch,clean_region,clean_therapeutic_area,clean_product,clean_brand,clean_trx,clean_nrx,clean_units,is_negative_trx,is_missing_numeric,is_nrx_gt_trx_error,is_duplicate,rejection_reason
2023/07/03,79,2023,,  Cardiology  ,Cardivex,Corvyx Pharma,286.2,78.8,918,,Cardiology,Cardivex,Corvyx Pharma,True,2023-07-03,2023-07-03,2023,27,2023-W27,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,286.2,78.8,918.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
30-Sep-2024,144,2024,  West Bengal  ,  Cardiology  ,Vascolin,,332.6,83.7,840,West Bengal,Cardiology,Vascolin,,True,2024-09-30,2024-09-30,2024,40,2024-W40,False,West Bengal,Cardiology,Vascolin,Unknown,332.6,83.7,840.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023/07/31,83,2023,,  Respiratory  ,Airovent,Pulmovia Therapeutics,143.4,23.4,450,,Respiratory,Airovent,Pulmovia Therapeutics,True,2023-07-31,2023-07-31,2023,31,2023-W31,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,143.4,23.4,450.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
02/19/2024,112,2024,Delhi,diabetes,Insulyn,,180.0,37.4,504,Delhi,diabetes,Insulyn,,True,2024-02-19,2024-02-19,2024,8,2024-W08,False,Delhi,Diabetes,Insulyn,Unknown,180.0,37.4,504.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
18/03/2024,116,2024,  Maharashtra  ,CARDIOLOGY,Vascolin,,343.0,100.1,976,Maharashtra,CARDIOLOGY,Vascolin,,True,2024-03-18,2024-03-18,2024,12,2024-W12,False,Maharashtra,Cardiology,Vascolin,Unknown,343.0,100.1,976.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
04/24/2023,69,2023,,  Diabetes  ,Glucotend,Glucera Health,,68.6,692,,Diabetes,Glucotend,Glucera Health,True,2023-04-24,2023-04-24,2023,17,2023-W17,False,Unknown,Diabetes,Glucotend,Glucera Health,,68.6,692.0,False,True,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
09-May-2022,19,2022,,respiratory,Bronchel,Breathex Labs,143.3,36.5,398,,respiratory,Bronchel,Breathex Labs,True,2022-05-09,2022-05-09,2022,19,2022-W19,False,Unknown,Respiratory,Bronchel,Breathex Labs,143.3,36.5,398.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2025-03-10,167,2025,,  Diabetes  ,Metforal,Novanta Pharma,207.8,42.7,613,,Diabetes,Metforal,Novanta Pharma,True,2025-03-10,2025-03-10,2025,11,2025-W11,False,Unknown,Diabetes,Metforal,Novanta Pharma,207.8,42.7,613.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2022/02/14,7,2022,,diabetes,Glucotend,Glucera Health,200.0,54.9,503,,diabetes,Glucotend,Glucera Health,True,2022-02-14,2022-02-14,2022,7,2022-W07,False,Unknown,Diabetes,Glucotend,Glucera Health,200.0,54.9,503.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
06/03/2024,127,2024,Maharashtra,cardiology,Vascolin,,291.3,77.9,799,Maharashtra,cardiology,Vascolin,,True,2024-06-03,2024-06-03,2024,23,2024-W23,False,Maharashtra,Cardiology,Vascolin,Unknown,291.3,77.9,799.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2025-09-15,194,2025,Karnatka,Diabetes,Metforal,,354.0,91.5,1104,Karnatka,Diabetes,Metforal,,True,2025-09-15,2025-09-15,2025,38,2025-W38,False,Karnataka,Diabetes,Metforal,Unknown,354.0,91.5,1104.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022/04/11,15,2022,west bengal,DIABETES,Glucotend,,193.8,39.0,582,west bengal,DIABETES,Glucotend,,True,2022-04-11,2022-04-11,2022,15,2022-W15,False,West Bengal,Diabetes,Glucotend,Unknown,193.8,39.0,582.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
11/13/2023,98,2023,,Respiratory,Airovent,Pulmovia Therapeutics,160.0,38.0,541,,Respiratory,Airovent,Pulmovia Therapeutics,True,2023-11-13,2023-11-13,2023,46,2023-W46,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,160.0,38.0,541.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
07/21/2025,186,2025,  Kerala  ,respiratory,Respivan,,106.7,30.7,276,Kerala,respiratory,Respivan,,True,2025-07-21,2025-07-21,2025,30,2025-W30,False,Kerala,Respiratory,Respivan,Unknown,106.7,30.7,276.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
11/09/2023,89,2023,maharashtra,CARDIOLOGY,Cordamet,,237.0,57.0,694,maharashtra,CARDIOLOGY,Cordamet,,True,2023-09-11,2023-09-11,2023,37,2023-W37,False,Maharashtra,Cardiology,Cordamet,Unknown,237.0,57.0,694.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
01/02/2023,53,2023,,  Respiratory  ,Respivan,Aerovant Pharma,136.3,27.5,368,,Respiratory,Respivan,Aerovant Pharma,True,2023-01-02,2023-01-02,2023,1,2023-W01,False,Unknown,Respiratory,Respivan,Aerovant Pharma,136.3,27.5,368.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024/09/09,141,2024,  Karnataka  ,RESPIRATORY,Airovent,,189.5,37.4,537,Karnataka,RESPIRATORY,Airovent,,True,2024-09-09,2024-09-09,2024,37,2024-W37,False,Karnataka,Respiratory,Airovent,Unknown,189.5,37.4,537.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
10-Apr-2023,67,2023,GUJARAT,DIABETES,Insulyn,,391.3,118.3,986,GUJARAT,DIABETES,Insulyn,,True,2023-04-10,2023-04-10,2023,15,2023-W15,False,Gujarat,Diabetes,Insulyn,Unknown,391.3,118.3,986.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022-05-30,22,2022,,CARDIOLOGY,Cordamet,Meditrix Labs,226.5,59.7,756,,CARDIOLOGY,Cordamet,Meditrix Labs,True,2022-05-30,2022-05-30,2022,22,2022-W22,False,Unknown,Cardiology,Cordamet,Meditrix Labs,226.5,59.7,756.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
26/12/2022,52,2022,,Cardiology,Cardivex,Corvyx Pharma,92.8,24.6,262,,Cardiology,Cardivex,Corvyx Pharma,True,2022-12-26,2022-12-26,2022,52,2022-W52,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,92.8,24.6,262.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
25/08/2025,191,2025,  Maharashtra  ,  Cardiology  ,Vascolin,,195.8,43.2,539,Maharashtra,Cardiology,Vascolin,,True,2025-08-25,2025-08-25,2025,35,2025-W35,False,Maharashtra,Cardiology,Vascolin,Unknown,195.8,43.2,539.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
21/08/2023,86,2023,,CARDIOLOGY,Vascolin,Zenova Biosciences,241.2,79.1,723,,CARDIOLOGY,Vascolin,Zenova Biosciences,True,2023-08-21,2023-08-21,2023,34,2023-W34,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,241.2,79.1,723.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
01-Jul-2024,131,2024,,Cardiology,Cordamet,Meditrix Labs,231.3,64.5,616,,Cardiology,Cordamet,Meditrix Labs,True,2024-07-01,2024-07-01,2024,27,2024-W27,False,Unknown,Cardiology,Cordamet,Meditrix Labs,231.3,64.5,616.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
30-Dec-2024,157,2025,,RESPIRATORY,Airovent,Pulmovia Therapeutics,206.4,71.7,640,,RESPIRATORY,Airovent,Pulmovia Therapeutics,True,2024-12-30,2024-12-30,2025,1,2025-W01,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,206.4,71.7,640.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
05/20/2024,125,2024,delhi,respiratory,Airovent,,87.8,21.3,268,delhi,respiratory,Airovent,,True,2024-05-20,2024-05-20,2024,21,2024-W21,False,Delhi,Respiratory,Airovent,Unknown,87.8,21.3,268.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2024/07/15,133,2024,  Karnataka  ,  Cardiology  ,Vascolin,,183.0,57.0,509,Karnataka,Cardiology,Vascolin,,True,2024-07-15,2024-07-15,2024,29,2024-W29,False,Karnataka,Cardiology,Vascolin,Unknown,183.0,57.0,509.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2025/06/30,183,2025,,cardiology,Cardivex,Corvyx Pharma,278.5,95.6,790,,cardiology,Cardivex,Corvyx Pharma,True,2025-06-30,2025-06-30,2025,27,2025-W27,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,278.5,95.6,790.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
10/04/2023,67,2023,WEST BENGAL,CARDIOLOGY,Vascolin,,272.7,63.1,811,WEST BENGAL,CARDIOLOGY,Vascolin,,True,2023-04-10,2023-04-10,2023,15,2023-W15,False,West Bengal,Cardiology,Vascolin,Unknown,272.7,63.1,811.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
08/08/2022,32,2022,,RESPIRATORY,Respivan,Aerovant Pharma,175.9,53.3,535,,RESPIRATORY,Respivan,Aerovant Pharma,True,2022-08-08,2022-08-08,2022,32,2022-W32,False,Unknown,Respiratory,Respivan,Aerovant Pharma,175.9,53.3,535.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2022-11-28,48,2022,  Maharashtra  ,  Cardiology  ,Vascolin,,298.2,68.5,985,Maharashtra,Cardiology,Vascolin,,True,2022-11-28,2022-11-28,2022,48,2022-W48,False,Maharashtra,Cardiology,Vascolin,Unknown,298.2,68.5,985.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
27/11/2023,100,2023,,diabetes,Insulyn,Insulara Biotech,197.7,57.3,585,,diabetes,Insulyn,Insulara Biotech,True,2023-11-27,2023-11-27,2023,48,2023-W48,False,Unknown,Diabetes,Insulyn,Insulara Biotech,197.7,57.3,585.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
07/22/2024,134,2024,west bengal,diabetes,Insulyn,,259.4,93.8,839,west bengal,diabetes,Insulyn,,True,2024-07-22,2024-07-22,2024,30,2024-W30,False,West Bengal,Diabetes,Insulyn,Unknown,259.4,93.8,839.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
12/08/2025,206,2025,,  Diabetes  ,Insulyn,Insulara Biotech,217.1,51.5,662,,Diabetes,Insulyn,Insulara Biotech,True,2025-12-08,2025-12-08,2025,50,2025-W50,False,Unknown,Diabetes,Insulyn,Insulara Biotech,217.1,51.5,662.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2025/09/15,194,2025,,  Cardiology  ,Cordamet,Meditrix Labs,330.5,109.9,969,,Cardiology,Cordamet,Meditrix Labs,True,2025-09-15,2025-09-15,2025,38,2025-W38,False,Unknown,Cardiology,Cordamet,Meditrix Labs,330.5,109.9,969.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
19-Aug-2024,138,2024,  Rajasthan  ,cardiology,Cordamet,,273.7,67.5,850,Rajasthan,cardiology,Cordamet,,True,2024-08-19,2024-08-19,2024,34,2024-W34,False,Rajasthan,Cardiology,Cordamet,Unknown,273.7,67.5,850.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
07/03/2023,79,2023,maharashtra,Diabetes,Glucotend,,321.8,105.9,843,maharashtra,Diabetes,Glucotend,,True,2023-07-03,2023-07-03,2023,27,2023-W27,False,Maharashtra,Diabetes,Glucotend,Unknown,321.8,105.9,843.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
06-Jun-2022,23,2022,,cardiology,Cordamet,Meditrix Labs,214.2,51.4,662,,cardiology,Cordamet,Meditrix Labs,True,2022-06-06,2022-06-06,2022,23,2022-W23,False,Unknown,Cardiology,Cordamet,Meditrix Labs,214.2,51.4,662.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
12/12/2022,50,2022,,Respiratory,Respivan,Aerovant Pharma,171.7,42.6,544,,Respiratory,Respivan,Aerovant Pharma,True,2022-12-12,2022-12-12,2022,50,2022-W50,False,Unknown,Respiratory,Respivan,Aerovant Pharma,171.7,42.6,544.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
27/02/2023,61,2023,rajasthan,DIABETES,Glucotend,,139.0,43.2,428,rajasthan,DIABETES,Glucotend,,True,2023-02-27,2023-02-27,2023,9,2023-W09,False,Rajasthan,Diabetes,Glucotend,Unknown,139.0,43.2,428.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2024-01-01,105,2024,,  Diabetes  ,Insulyn,Insulara Biotech,242.8,62.5,782,,Diabetes,Insulyn,Insulara Biotech,True,2024-01-01,2024-01-01,2024,1,2024-W01,False,Unknown,Diabetes,Insulyn,Insulara Biotech,242.8,62.5,782.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024/09/09,141,2024,,Cardiology,Vascolin,Zenova Biosciences,192.0,66.1,590,,Cardiology,Vascolin,Zenova Biosciences,True,2024-09-09,2024-09-09,2024,37,2024-W37,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,192.0,66.1,590.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
09/18/2023,90,2023,Gujarat,RESPIRATORY,Respivan,,192.8,57.4,554,Gujarat,RESPIRATORY,Respivan,,True,2023-09-18,2023-09-18,2023,38,2023-W38,False,Gujarat,Respiratory,Respivan,Unknown,192.8,57.4,554.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
19/09/2022,38,2022,,cardiology,Cordamet,Meditrix Labs,294.0,82.0,788,,cardiology,Cordamet,Meditrix Labs,True,2022-09-19,2022-09-19,2022,38,2022-W38,False,Unknown,Cardiology,Cordamet,Meditrix Labs,294.0,82.0,788.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
21/08/2023,86,2023,,respiratory,Respivan,Aerovant Pharma,170.5,34.5,452,,respiratory,Respivan,Aerovant Pharma,True,2023-08-21,2023-08-21,2023,34,2023-W34,False,Unknown,Respiratory,Respivan,Aerovant Pharma,170.5,34.5,452.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
22/05/2023,73,2023,,cardiology,Cordamet,Meditrix Labs,190.1,37.6,551,,cardiology,Cordamet,Meditrix Labs,True,2023-05-22,2023-05-22,2023,21,2023-W21,False,Unknown,Cardiology,Cordamet,Meditrix Labs,190.1,37.6,551.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2022-08-29,35,2022,,Respiratory,Respivan,Aerovant Pharma,200.0,55.8,529,,Respiratory,Respivan,Aerovant Pharma,True,2022-08-29,2022-08-29,2022,35,2022-W35,False,Unknown,Respiratory,Respivan,Aerovant Pharma,200.0,55.8,529.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024-11-18,151,2024,RAJASTHAN,Respiratory,Airovent,,166.9,67.0,563,RAJASTHAN,Respiratory,Airovent,,True,2024-11-18,2024-11-18,2024,47,2024-W47,False,Rajasthan,Respiratory,Airovent,Unknown,166.9,67.0,563.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2022-05-09,19,2022,,CARDIOLOGY,Cardivex,Corvyx Pharma,241.8,65.2,750,,CARDIOLOGY,Cardivex,Corvyx Pharma,True,2022-05-09,2022-05-09,2022,19,2022-W19,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,241.8,65.2,750.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
27-Oct-2025,200,2025,,  Diabetes  ,Glucotend,Glucera Health,215.7,69.2,580,,Diabetes,Glucotend,Glucera Health,True,2025-10-27,2025-10-27,2025,44,2025-W44,False,Unknown,Diabetes,Glucotend,Glucera Health,215.7,69.2,580.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
06-Feb-2023,58,2023,,  Respiratory  ,Airovent,Pulmovia Therapeutics,200.6,68.5,604,,Respiratory,Airovent,Pulmovia Therapeutics,True,2023-02-06,2023-02-06,2023,6,2023-W06,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,200.6,68.5,604.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
28/07/2025,187,2025,,  Diabetes  ,Metforal,Novanta Pharma,201.3,31.9,637,,Diabetes,Metforal,Novanta Pharma,True,2025-07-28,2025-07-28,2025,31,2025-W31,False,Unknown,Diabetes,Metforal,Novanta Pharma,201.3,31.9,637.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2023-11-20,99,2023,Tamil Ndu,Cardiology,Vascolin,,287.9,64.0,964,Tamil Ndu,Cardiology,Vascolin,,True,2023-11-20,2023-11-20,2023,47,2023-W47,False,Tamil Nadu,Cardiology,Vascolin,Unknown,287.9,64.0,964.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
17-Apr-2023,68,2023,  Maharashtra  ,  Cardiology  ,Cardivex,,169.3,55.3,514,Maharashtra,Cardiology,Cardivex,,True,2023-04-17,2023-04-17,2023,16,2023-W16,False,Maharashtra,Cardiology,Cardivex,Unknown,169.3,55.3,514.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2024/04/08,119,2024,KARNATAKA,RESPIRATORY,Airovent,,145.3,34.3,478,KARNATAKA,RESPIRATORY,Airovent,,True,2024-04-08,2024-04-08,2024,15,2024-W15,False,Karnataka,Respiratory,Airovent,Unknown,145.3,34.3,478.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2025-07-21,186,2025,Kerala,cardiology,Cordamet,,209.7,69.4,652,Kerala,cardiology,Cordamet,,True,2025-07-21,2025-07-21,2025,30,2025-W30,False,Kerala,Cardiology,Cordamet,Unknown,209.7,69.4,652.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023-07-03,79,2023,tamil nadu,RESPIRATORY,Respivan,,126.5,25.2,391,tamil nadu,RESPIRATORY,Respivan,,True,2023-07-03,2023-07-03,2023,27,2023-W27,False,Tamil Nadu,Respiratory,Respivan,Unknown,126.5,25.2,391.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
19-Jun-2023,77,2023,DELHI,Respiratory,Respivan,,144.9,32.8,483,DELHI,Respiratory,Respivan,,True,2023-06-19,2023-06-19,2023,25,2023-W25,False,Delhi,Respiratory,Respivan,Unknown,144.9,32.8,483.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
26/05/2025,178,2025,Karnatka,RESPIRATORY,Bronchel,,231.0,46.9,671,Karnatka,RESPIRATORY,Bronchel,,True,2025-05-26,2025-05-26,2025,22,2025-W22,False,Karnataka,Respiratory,Bronchel,Unknown,231.0,46.9,671.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
15-Sep-2025,194,2025,,Respiratory,Bronchel,Breathex Labs,254.5,63.2,738,,Respiratory,Bronchel,Breathex Labs,True,2025-09-15,2025-09-15,2025,38,2025-W38,False,Unknown,Respiratory,Bronchel,Breathex Labs,254.5,63.2,738.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
06/17/2024,129,2024,,Cardiology,Cardivex,Corvyx Pharma,114.6,39.9,362,,Cardiology,Cardivex,Corvyx Pharma,True,2024-06-17,2024-06-17,2024,25,2024-W25,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,114.6,39.9,362.0,False,False,False,True,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION | DUPLICATE_RECORD
2025-08-18,190,2025,,  Respiratory  ,Respivan,Aerovant Pharma,162.9,42.7,434,,Respiratory,Respivan,Aerovant Pharma,True,2025-08-18,2025-08-18,2025,34,2025-W34,False,Unknown,Respiratory,Respivan,Aerovant Pharma,162.9,42.7,434.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
30/01/2023,57,2023,,Diabetes,Insulyn,Insulara Biotech,285.7,47.7,945,,Diabetes,Insulyn,Insulara Biotech,True,2023-01-30,2023-01-30,2023,5,2023-W05,False,Unknown,Diabetes,Insulyn,Insulara Biotech,285.7,47.7,945.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
26/02/2024,113,2024,KERALA,  Cardiology  ,Vascolin,,201.7,44.3,572,KERALA,Cardiology,Vascolin,,True,2024-02-26,2024-02-26,2024,9,2024-W09,False,Kerala,Cardiology,Vascolin,Unknown,201.7,44.3,572.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
15-Aug-2022,33,2022,,Diabetes,Insulyn,Insulara Biotech,154.1,49.0,415,,Diabetes,Insulyn,Insulara Biotech,True,2022-08-15,2022-08-15,2022,33,2022-W33,False,Unknown,Diabetes,Insulyn,Insulara Biotech,154.1,49.0,415.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
18/11/2024,151,2024,  Gujarat  ,Cardiology,Vascolin,,269.4,38.3,711,Gujarat,Cardiology,Vascolin,,True,2024-11-18,2024-11-18,2024,47,2024-W47,False,Gujarat,Cardiology,Vascolin,Unknown,269.4,38.3,711.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
17/07/2023,81,2023,,DIABETES,Insulyn,Insulara Biotech,217.9,58.6,566,,DIABETES,Insulyn,Insulara Biotech,True,2023-07-17,2023-07-17,2023,29,2023-W29,False,Unknown,Diabetes,Insulyn,Insulara Biotech,217.9,58.6,566.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
02-May-2022,18,2022,,DIABETES,Insulyn,Insulara Biotech,208.0,51.0,592,,DIABETES,Insulyn,Insulara Biotech,True,2022-05-02,2022-05-02,2022,18,2022-W18,False,Unknown,Diabetes,Insulyn,Insulara Biotech,208.0,51.0,592.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2024/12/09,154,2024,maharashtra,Cardiology,Cordamet,,320.5,90.4,1042,maharashtra,Cardiology,Cordamet,,True,2024-12-09,2024-12-09,2024,50,2024-W50,False,Maharashtra,Cardiology,Cordamet,Unknown,320.5,90.4,1042.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
2023/12/18,103,2023,telangana,RESPIRATORY,Airovent,,195.1,45.2,648,telangana,RESPIRATORY,Airovent,,True,2023-12-18,2023-12-18,2023,51,2023-W51,False,Telangana,Respiratory,Airovent,Unknown,195.1,45.2,648.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
04/08/2025,188,2025,,CARDIOLOGY,Cardivex,Corvyx Pharma,203.4,29.3,601,,CARDIOLOGY,Cardivex,Corvyx Pharma,True,2025-08-04,2025-08-04,2025,32,2025-W32,False,Unknown,Cardiology,Cardivex,Corvyx Pharma,203.4,29.3,601.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
29-Aug-2022,35,2022,,Diabetes,Glucotend,Glucera Health,296.8,70.0,796,,Diabetes,Glucotend,Glucera Health,True,2022-08-29,2022-08-29,2022,35,2022-W35,False,Unknown,Diabetes,Glucotend,Glucera Health,296.8,70.0,796.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2023/12/11,102,2023,,Respiratory,Airovent,Pulmovia Therapeutics,185.4,61.0,557,,Respiratory,Airovent,Pulmovia Therapeutics,True,2023-12-11,2023-12-11,2023,50,2023-W50,False,Unknown,Respiratory,Airovent,Pulmovia Therapeutics,185.4,61.0,557.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2023-11-06,97,2023,,  Diabetes  ,Metforal,Novanta Pharma,198.9,57.0,552,,Diabetes,Metforal,Novanta Pharma,True,2023-11-06,2023-11-06,2023,45,2023-W45,False,Unknown,Diabetes,Metforal,Novanta Pharma,198.9,57.0,552.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
2022-11-07,45,2022,Kerala,cardiology,Vascolin,,151.5,41.1,442,Kerala,cardiology,Vascolin,,True,2022-11-07,2022-11-07,2022,45,2022-W45,False,Kerala,Cardiology,Vascolin,Unknown,151.5,41.1,442.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
10/09/2023,93,2023,kerala,  Diabetes  ,Metforal,,220.4,40.0,705,kerala,Diabetes,Metforal,,True,2023-10-09,2023-10-09,2023,41,2023-W41,False,Kerala,Diabetes,Metforal,Unknown,220.4,40.0,705.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
12/02/2024,111,2024,,diabetes,Glucotend,Glucera Health,270.8,79.7,688,,diabetes,Glucotend,Glucera Health,True,2024-02-12,2024-02-12,2024,7,2024-W07,False,Unknown,Diabetes,Glucotend,Glucera Health,270.8,79.7,688.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
24-Jul-2023,82,2023,  West Bengal  ,RESPIRATORY,Airovent,,155.8,42.6,428,West Bengal,RESPIRATORY,Airovent,,True,2023-07-24,2023-07-24,2023,30,2023-W30,False,West Bengal,Respiratory,Airovent,Unknown,155.8,42.6,428.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
13-Feb-2023,59,2023,Tamil Nadu,cardiology,Cordamet,,320.9,87.0,1086,Tamil Nadu,cardiology,Cordamet,,True,2023-02-13,2023-02-13,2023,7,2023-W07,False,Tamil Nadu,Cardiology,Cordamet,Unknown,320.9,87.0,1086.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_BRAND
02/14/2022,7,2022,,Cardiology,Vascolin,Zenova Biosciences,341.0,61.2,863,,Cardiology,Vascolin,Zenova Biosciences,True,2022-02-14,2022-02-14,2022,7,2022-W07,False,Unknown,Cardiology,Vascolin,Zenova Biosciences,341.0,61.2,863.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
07/08/2024,132,2024,,Cardiology,Cordamet,Meditrix Labs,290.6,56.0,920,,Cardiology,Cordamet,Meditrix Labs,True,2024-07-08,2024-07-08,2024,28,2024-W28,False,Unknown,Cardiology,Cordamet,Meditrix Labs,290.6,56.0,920.0,False,False,False,False,MISSING_CATEGORICAL_FIELD | UNKNOWN_REGION
