date,week_number,year,region,therapeutic_area,product,brand,trx,nrx,units
13-Jan-2025,159,2025,karnataka,cardiology,Vascolin,Zenova Biosciences,286.8,76.6,878
09/22/2025,195,2025,west bengal,DIABETES,Metforal,Novanta Pharma,287.7,70.5,720
06/20/2022,25,2022,KERALA,  Diabetes  ,Glucotend,Glucera Health,146.1,32.1,494
2024-09-02,140,2024,,RESPIRATORY,Bronchel,Breathex Labs,127.8,38.1,365
09/15/2025,194,2025,Maharashtra,cardiology,Cordamet,Meditrix Labs,462.1,159.3,1335
2023/03/06,62,2023,  Karnataka  ,Diabetes,Glucotend,Glucera Health,201.2,77.7,605
2024-05-27,126,2024,  Delhi  ,Cardiology,Vascolin,Zenova Biosciences,239.0,63.8,797
09/18/2023,90,2023,west bengal,  Cardiology  ,Vascolin,Zenova Biosciences,181.3,40.3,542
13-Jan-2025,159,2025,WestBengal,Cardiology,Cardivex,Corvyx Pharma,131.3,35.3,395
07/17/2023,81,2023,GUJARAT,Cardiology,Cardivex,Corvyx Pharma,253.2,66.1,696
2025-04-07,171,2025,WestBengal,cardiology,Vascolin,Zenova Biosciences,255.5,79.3,770
2023-03-27,65,2023,,Cardiology,Cordamet,Meditrix Labs,268.6,55.5,844
11/27/2023,100,2023,WEST BENGAL,CARDIOLOGY,Cordamet,Meditrix Labs,231.9,67.5,599
2023-03-06,62,2023,  West Bengal  ,  Diabetes  ,Glucotend,Glucera Health,162.3,40.6,505
07/08/2024,132,2024,  Kerala  ,DIABETES,Glucotend,Glucera Health,158.3,45.2,450
2023/09/18,90,2023,delhi,  Respiratory  ,Bronchel,Breathex Labs,186.4,37.2,543
30-May-2022,22,2022,  Tamil Nadu  ,DIABETES,Insulyn,Insulara Biotech,261.6,92.1,798
2025-05-26,178,2025,Karnataka,cardiology,Vascolin,Zenova Biosciences,281.2,84.0,853
2025/06/16,181,2025,  Telangana  ,  Respiratory  ,Bronchel,Breathex Labs,163.1,54.3,445
11/14/2022,46,2022,  Kerala  ,respiratory,Respivan,Aerovant Pharma,97.3,24.5,260
2023/12/11,102,2023,west bengal,CARDIOLOGY,Vascolin,Zenova Biosciences,248.7,48.7,665
13/05/2024,124,2024,Telangana,respiratory,Respivan,Aerovant Pharma,160.0,48.5,526
2023-08-21,86,2023,  Delhi  ,CARDIOLOGY,Vascolin,Zenova Biosciences,262.1,93.1,
2025/08/25,191,2025,TELANGANA,RESPIRATORY,Respivan,Aerovant Pharma,101.9,22.0,346
2022-05-16,20,2022,WestBengal,cardiology,Cardivex,Corvyx Pharma,345.1,82.1,1148
31/10/2022,44,2022,  Rajasthan  ,DIABETES,Glucotend,Glucera Health,277.2,45.3,892
17-Jun-2024,129,2024,ANDHRA PRADESH,  Cardiology  ,Vascolin,Zenova Biosciences,198.4,53.0,648
04/29/2024,122,2024,,Respiratory,Respivan,Aerovant Pharma,138.5,46.0,357
09/22/2025,195,2025,West Bengal,  Cardiology  ,Cordamet,Meditrix Labs,322.3,79.3,1022
04-Mar-2024,114,2024,  Tamil Nadu  ,Cardiology,Cordamet,Meditrix Labs,349.8,119.6,897
2023/07/24,82,2023,  Maharashtra  ,RESPIRATORY,Airovent,Pulmovia Therapeutics,194.1,37.5,638
06/02/2025,179,2025,TAMIL NADU,respiratory,Airovent,Pulmovia Therapeutics,141.7,26.5,449
04-Nov-2024,149,2024,TELANGANA,Cardiology,Vascolin,Zenova Biosciences,285.6,66.0,820
2023-04-24,69,2023,kerala,Respiratory,Respivan,Aerovant Pharma,192.5,54.3,597
30-Sep-2024,144,2024,  Telangana  ,cardiology,Cordamet,Meditrix Labs,229.0,66.3,621
12/26/2022,52,2022,RAJASTHAN,DIABETES,Insulyn,Insulara Biotech,201.9,43.2,526
20-Jun-2022,25,2022,GUJARAT,Respiratory,Respivan,Aerovant Pharma,271.0,90.6,917
12/09/2022,37,2022,Telangana,Diabetes,Glucotend,Glucera Health,299.0,65.4,882
2024-05-20,125,2024,  Gujarat  ,  Cardiology  ,Cordamet,Meditrix Labs,260.1,67.6,712
27/02/2023,61,2023,MAHARASHTRA,RESPIRATORY,Airovent,Pulmovia Therapeutics,190.6,66.5,486
07-Aug-2023,84,2023,  Maharashtra  ,cardiology,Vascolin,Zenova Biosciences,269.4,70.2,893
2023-06-26,78,2023,MAHARASHTRA,cardiology,Cordamet,Meditrix Labs,277.3,,736
23/01/2023,56,2023,KERALA,Diabetes,Glucotend,Glucera Health,105.5,34.3,266
2022-09-05,36,2022,rajasthan,diabetes,Insulyn,Insulara Biotech,138.0,31.6,430
27/02/2023,61,2023,rajasthan,  Cardiology  ,Vascolin,Zenova Biosciences,232.3,59.2,685
18/11/2024,151,2024,  Rajasthan  ,Respiratory,Respivan,Aerovant Pharma,98.2,15.4,253
19-Aug-2024,138,2024,tamil nadu,Respiratory,Bronchel,Breathex Labs,199.2,65.8,539
2024/04/01,118,2024,GUJARAT,  Cardiology  ,Cordamet,Meditrix Labs,251.0,46.2,802
04/28/2025,174,2025,Kerala,diabetes,Glucotend,Glucera Health,191.7,46.6,500
2025-09-08,193,2025,rajasthan,DIABETES,Glucotend,Glucera Health,198.9,37.7,601
01/01/2024,105,2024,Andhra Pradesh,  Respiratory  ,Airovent,Pulmovia Therapeutics,155.2,44.3,512
2024-12-30,157,2025,DELHI,diabetes,Insulyn,Insulara Biotech,248.4,49.1,763
28/03/2022,13,2022,GUJARAT,  Respiratory  ,Bronchel,Breathex Labs,231.4,39.8,591
2023/02/13,59,2023,Karnataka ,Cardiology,Cardivex,Corvyx Pharma,100.1,27.3,312
10-Mar-2025,167,2025,WestBengal,  Respiratory  ,Bronchel,Breathex Labs,196.0,36.4,
2024/07/08,132,2024,AndhraPradesh,Diabetes,Metforal,Novanta Pharma,215.6,67.0,617
17-Jul-2023,81,2023,  Maharashtra  ,Diabetes,Insulyn,Insulara Biotech,341.3,120.7,998
2024-05-20,125,2024,KERALA,DIABETES,Metforal,Novanta Pharma,167.9,36.5,
07-Jul-2025,184,2025,  Andhra Pradesh  ,cardiology,Cordamet,Meditrix Labs,236.3,84.3,685
03/13/2023,63,2023,  Karnataka  ,CARDIOLOGY,Vascolin,Zenova Biosciences,277.4,90.8,850
2024-08-12,137,2024,RAJASTHAN,  Respiratory  ,Bronchel,Breathex Labs,125.7,36.3,411
2024/11/25,152,2024,Andhra Pradesh,  Cardiology  ,Cordamet,Meditrix Labs,152.8,55.6,467
01/06/2025,158,2025,  Kerala  ,  Respiratory  ,Bronchel,Breathex Labs,155.0,49.9,410
2023-02-06,58,2023,Kerala,DIABETES,Insulyn,Insulara Biotech,187.0,41.7,549
2023/06/12,76,2023,  Telangana  ,DIABETES,Insulyn,Insulara Biotech,226.0,,707
27-May-2024,126,2024,Karnataka,Respiratory,Respivan,Aerovant Pharma,202.8,53.6,681
21-Feb-2022,8,2022,MAHARASHTRA,respiratory,Airovent,Pulmovia Therapeutics,192.9,47.0,506
22/09/2025,195,2025,andhra pradesh,  Cardiology  ,Vascolin,Zenova Biosciences,129.5,38.1,340
2023/08/07,84,2023,  Gujarat  ,  Respiratory  ,Bronchel,Breathex Labs,220.0,42.9,626
04/03/2023,66,2023,telangana,cardiology,Vascolin,Zenova Biosciences,234.5,58.4,660
2025-08-04,188,2025,Tamilnadu,respiratory,Bronchel,Breathex Labs,249.8,65.5,643
10-Apr-2023,67,2023,gujarat,  Cardiology  ,Cordamet,Meditrix Labs,262.8,57.9,689
17-Feb-2025,164,2025,Gujarat,cardiology,Cardivex,Corvyx Pharma,189.5,54.9,596
12-Sep-2022,37,2022,telangana,diabetes,Metforal,Novanta Pharma,113.2,28.3,378
16/10/2023,94,2023,TELANGANA,  Diabetes  ,Metforal,Novanta Pharma,272.0,113.3,889
2025/04/28,174,2025,kerala,Respiratory,Airovent,Pulmovia Therapeutics,82.7,26.9,276
2023-06-05,75,2023,  Telangana  ,cardiology,Cordamet,Meditrix Labs,225.0,37.2,720
01/16/2023,55,2023,Tamil Nadu,Respiratory,Airovent,Pulmovia Therapeutics,202.4,85.7,566
04/28/2025,174,2025,  Delhi  ,  Respiratory  ,Bronchel,Breathex Labs,226.9,50.0,630
2022/07/25,30,2022,RAJASTHAN,cardiology,Cordamet,Meditrix Labs,199.6,35.7,603
2022/11/28,48,2022,  Delhi  ,Respiratory,Respivan,Aerovant Pharma,138.1,34.4,355
2022-12-12,50,2022,kerala,Cardiology,Cardivex,Corvyx Pharma,91.1,30.5,306
04/11/2024,149,2024,  Telangana  ,RESPIRATORY,Bronchel,Breathex Labs,128.2,33.3,436
2025/04/21,173,2025,west bengal,Respiratory,Bronchel,Breathex Labs,251.0,62.4,638
2025/06/02,179,2025,gujarat,  Diabetes  ,Insulyn,Insulara Biotech,243.7,60.4,706
08/07/2024,132,2024,telangana,Cardiology,Vascolin,Zenova Biosciences,167.2,65.1,503
2022/05/02,18,2022,Gujarat,Respiratory,Bronchel,Breathex Labs,,37.4,568
25-Dec-2023,104,2023,kerala,DIABETES,Metforal,,186.1,51.3,514
2023-01-09,54,2023,  Andhra Pradesh  ,respiratory,Bronchel,Breathex Labs,139.0,40.3,403
2022-02-07,6,2022,  Telangana  ,CARDIOLOGY,Cardivex,Corvyx Pharma,218.3,38.5,707
2025/10/27,200,2025,andhra pradesh,Respiratory,Respivan,Aerovant Pharma,154.9,19.2,476
2022-09-19,38,2022,  Kerala  ,Diabetes,Metforal,Novanta Pharma,100.1,20.0,279
01/08/2022,31,2022,maharashtra,RESPIRATORY,Respivan,Aerovant Pharma,300.4,94.0,929
20-Oct-2025,199,2025,DELHI,CARDIOLOGY,Cardivex,Corvyx Pharma,145.9,50.7,445
09/19/2022,38,2022,RAJASTHAN,cardiology,Cordamet,Meditrix Labs,205.8,51.4,627
21/02/2022,8,2022,GUJARAT,Cardiology,Vascolin,Zenova Biosciences,264.5,54.2,776
2024-10-14,146,2024,Delhi,  Diabetes  ,Insulyn,Insulara Biotech,405.0,131.4,1288
2023-10-23,95,2023,  Andhra Pradesh  ,  Cardiology  ,Cordamet,,137.8,50.2,356
04/17/2023,68,2023,rajasthan,RESPIRATORY,Airovent,Pulmovia Therapeutics,119.1,32.3,307
2024/09/02,140,2024,RAJASTHAN,RESPIRATORY,Airovent,Pulmovia Therapeutics,129.6,35.7,361
08/11/2025,189,2025,Delhi,Cardiology,Cordamet,Meditrix Labs,319.2,90.2,970
2025-01-27,161,2025,Tamilnadu,cardiology,Vascolin,Zenova Biosciences,417.2,83.3,1417
11/03/2024,115,2024,WEST BENGAL,cardiology,Cordamet,Meditrix Labs,264.2,63.0,855
03/07/2022,10,2022,telangana,  Diabetes  ,Glucotend,Glucera Health,205.7,57.9,690
2025/08/25,191,2025,MAHARASHTRA,CARDIOLOGY,Cordamet,Meditrix Labs,417.2,135.2,1077
04-Apr-2022,14,2022,west bengal,Cardiology,Cordamet,Meditrix Labs,145.9,35.0,413
2024/04/22,121,2024,kerala,cardiology,Cordamet,Meditrix Labs,244.4,66.4,723
22/05/2023,73,2023,Gujarat,cardiology,Vascolin,Zenova Biosciences,229.1,68.0,593
04-Apr-2022,14,2022,  Kerala  ,DIABETES,Glucotend,Glucera Health,116.9,28.9,323
12-Sep-2022,37,2022,GUJARAT,respiratory,Respivan,Aerovant Pharma,139.3,30.3,419
2023/06/05,75,2023,Delhi,Respiratory,Airovent,Pulmovia Therapeutics,119.7,34.4,362
21-Oct-2024,147,2024,delhi,  Cardiology  ,Vascolin,Zenova Biosciences,302.5,84.0,776
20-Mar-2023,64,2023,Andhra Pradesh,Cardiology,Cordamet,Meditrix Labs,216.4,56.0,556
30/12/2024,157,2025,KARNATAKA,diabetes,Insulyn,Insulara Biotech,345.7,,891
30/05/2022,22,2022,MAHARASHTRA,CARDIOLOGY,Cardivex,Corvyx Pharma,358.6,,1067
01-Aug-2022,31,2022,  Gujarat  ,RESPIRATORY,Airovent,Pulmovia Therapeutics,143.7,49.4,379
2023-05-15,72,2023,DELHI,Cardiology,Vascolin,Zenova Biosciences,279.8,77.5,905
11-Dec-2023,102,2023,Karnataka ,respiratory,Bronchel,Breathex Labs,154.2,33.3,508
14/08/2023,85,2023,  Telangana  ,Respiratory,Respivan,Aerovant Pharma,99.5,40.8,313
2022-01-10,2,2022,WEST BENGAL,  Cardiology  ,Cardivex,Corvyx Pharma,248.2,60.0,789
09/30/2024,144,2024,DELHI,DIABETES,Metforal,Novanta Pharma,160.2,59.0,524
2023/04/03,66,2023,  Rajasthan  ,Diabetes,Glucotend,Glucera Health,181.1,63.2,493
2023-09-11,89,2023,WEST BENGAL,  Diabetes  ,Glucotend,Glucera Health,241.9,47.1,747
2025-10-06,197,2025,DELHI,Diabetes,Insulyn,Insulara Biotech,156.0,44.7,485
06/10/2024,128,2024,Delhi,  Diabetes  ,Insulyn,Insulara Biotech,203.9,47.6,642
17-Apr-2023,68,2023,  Maharashtra  ,respiratory,Bronchel,Breathex Labs,219.7,42.2,657
2025-11-10,202,2025,Kerala,respiratory,Airovent,Pulmovia Therapeutics,121.0,38.6,313
2025/11/03,201,2025,telangana,  Respiratory  ,Airovent,Pulmovia Therapeutics,102.8,20.3,332
2022-10-17,42,2022,Kerala,Cardiology,Cardivex,Corvyx Pharma,116.6,18.1,354
01/08/2022,31,2022,  Gujarat  ,Diabetes,Insulyn,Insulara Biotech,188.5,58.0,478
2023-07-17,81,2023,delhi,  Diabetes  ,Metforal,Novanta Pharma,192.6,50.6,586
2025-11-24,204,2025,telangana,  Diabetes  ,Metforal,Novanta Pharma,202.7,68.3,657
11/25/2024,152,2024,Karnataka ,  Respiratory  ,Respivan,Aerovant Pharma,99.9,19.3,316
01-Aug-2022,31,2022,  Kerala  ,cardiology,Vascolin,Zenova Biosciences,139.9,23.7,358
2025/02/10,163,2025,Kerala,RESPIRATORY,Bronchel,Breathex Labs,175.9,37.0,555
2025/07/07,184,2025,Kerala,  Cardiology  ,Cordamet,Meditrix Labs,233.5,74.0,747
2025/10/06,197,2025,MAHARASHTRA,Diabetes,Metforal,Novanta Pharma,416.8,100.5,1141
2024/12/02,153,2024,  Kerala  ,  Diabetes  ,Glucotend,Glucera Health,158.7,44.6,530
03/02/2025,162,2025,  Maharashtra  ,cardiology,Cordamet,Meditrix Labs,281.1,72.9,795
29/08/2022,35,2022,Maharashtra,Cardiology,Cardivex,Corvyx Pharma,336.2,95.3,888
2022/05/02,18,2022,AndhraPradesh,RESPIRATORY,Airovent,Pulmovia Therapeutics,91.0,23.4,275
2025-03-03,166,2025,tamil nadu,cardiology,Cordamet,Meditrix Labs,273.0,62.3,783
2024-05-20,125,2024,rajasthan,DIABETES,Glucotend,Glucera Health,260.7,78.9,679
06-Feb-2023,58,2023,rajasthan,RESPIRATORY,Respivan,Aerovant Pharma,183.6,52.1,572
2022-05-30,22,2022,TELANGANA,Respiratory,Airovent,Pulmovia Therapeutics,99.3,33.1,335
2022/05/16,20,2022,  Gujarat  ,Respiratory,Respivan,Aerovant Pharma,269.2,70.1,848
05/05/2025,175,2025,andhra pradesh,  Respiratory  ,Bronchel,Breathex Labs,208.1,53.9,624
16-Jun-2025,181,2025,RAJASTHAN,cardiology,Cordamet,Meditrix Labs,252.8,44.1,797
30-Sep-2024,144,2024,gujarat,  Diabetes  ,Metforal,Novanta Pharma,157.9,48.6,506
11/04/2022,15,2022,Delhi,RESPIRATORY,Bronchel,Breathex Labs,218.0,49.5,578
13/03/2023,63,2023,Maharashtra,Diabetes,Glucotend,Glucera Health,202.2,57.5,640
2024-04-01,118,2024,kerala,Respiratory,Respivan,Aerovant Pharma,88.9,24.7,254
2025/02/03,162,2025,TAMIL NADU,cardiology,Cordamet,Meditrix Labs,185.2,42.2,567
04/03/2023,66,2023,  West Bengal  ,RESPIRATORY,Respivan,Aerovant Pharma,266.6,61.0,
2023-08-14,85,2023,telangana,respiratory,Airovent,Pulmovia Therapeutics,127.2,32.7,412
08-Dec-2025,206,2025,West Bengal,respiratory,Airovent,Pulmovia Therapeutics,144.2,47.9,384
17-Oct-2022,42,2022,karnataka,RESPIRATORY,Bronchel,Breathex Labs,202.5,52.4,580
08/08/2022,32,2022,delhi,RESPIRATORY,Airovent,Pulmovia Therapeutics,,42.6,500
2025/01/13,159,2025,Telangana,CARDIOLOGY,Vascolin,Zenova Biosciences,286.9,70.9,960
2023-05-08,71,2023,Maharashtra,respiratory,Airovent,Pulmovia Therapeutics,137.8,43.0,370
07/29/2024,135,2024,Delhi,Respiratory,Airovent,Pulmovia Therapeutics,152.8,30.0,431
27/02/2023,61,2023,West Bengal,  Diabetes  ,Metforal,Novanta Pharma,293.7,84.2,986
14/04/2025,172,2025,KERALA,DIABETES,Insulyn,Insulara Biotech,152.5,37.7,416
2025/10/20,199,2025,ANDHRA PRADESH,Cardiology,Cardivex,Corvyx Pharma,112.6,32.7,348
2022-09-05,36,2022,andhra pradesh,  Respiratory  ,Airovent,Pulmovia Therapeutics,169.6,32.7,456
2023-02-06,58,2023,MAHARASHTRA,Diabetes,Metforal,Novanta Pharma,426.3,137.4,1257
09/19/2022,38,2022,kerala,Respiratory,Airovent,Pulmovia Therapeutics,146.7,29.7,369
01/12/2025,205,2025,Maharashtra,Cardiology,Cardivex,Corvyx Pharma,103.6,32.9,339
02/06/2025,179,2025,  Andhra Pradesh  ,Cardiology,Cardivex,Corvyx Pharma,161.9,44.3,472
2023-07-17,81,2023,maharashtra,DIABETES,Metforal,Novanta Pharma,202.3,36.0,542
2025-01-13,159,2025,WestBengal,cardiology,Vascolin,Zenova Biosciences,280.8,73.8,914
24-Jan-2022,4,2022,MAHARASHTRA,Respiratory,Bronchel,Breathex Labs,312.2,56.9,885
2022/03/07,10,2022,kerala,  Respiratory  ,Airovent,Pulmovia Therapeutics,116.1,36.8,349
2023/02/13,59,2023,delhi,diabetes,Insulyn,Insulara Biotech,294.9,59.6,858
14/03/2022,11,2022,Delhi,  Diabetes  ,Insulyn,Insulara Biotech,375.1,115.7,1160
31-Jul-2023,83,2023,west bengal,  Respiratory  ,Airovent,Pulmovia Therapeutics,134.0,28.0,370
2024/11/25,152,2024,RAJASTHAN,Respiratory,Airovent,Pulmovia Therapeutics,189.2,46.2,514
20-Mar-2023,64,2023,KERALA,CARDIOLOGY,Cardivex,Corvyx Pharma,77.7,22.2,235
30-Oct-2023,96,2023,WEST BENGAL,respiratory,Bronchel,Breathex Labs,140.2,,351
03/21/2022,12,2022,  Rajasthan  ,DIABETES,Metforal,Novanta Pharma,213.4,64.5,640
2023-10-23,95,2023,KARNATAKA,  Respiratory  ,Respivan,Aerovant Pharma,176.7,44.2,501
2025/11/24,204,2025,Rajasthan,diabetes,Metforal,Novanta Pharma,179.5,33.8,570
03-Jun-2024,127,2024,West Bengal,cardiology,Vascolin,Zenova Biosciences,219.1,62.2,682
16-Oct-2023,94,2023,delhi,diabetes,Insulyn,Insulara Biotech,220.8,43.3,566
2022/12/05,49,2022,,respiratory,Airovent,Pulmovia Therapeutics,185.6,38.5,561
22/09/2025,195,2025,KARNATAKA,Diabetes,Insulyn,Insulara Biotech,217.4,55.9,627
2024/02/26,113,2024,kerala,RESPIRATORY,Airovent,Pulmovia Therapeutics,156.0,34.6,427
2023-05-29,74,2023,TAMIL NADU,CARDIOLOGY,Cordamet,Meditrix Labs,308.8,79.0,1014
2025/08/04,188,2025,karnataka,  Diabetes  ,Glucotend,Glucera Health,295.0,56.6,814
22-Jul-2024,134,2024,Kerala,  Cardiology  ,Vascolin,Zenova Biosciences,164.0,56.0,465
30-Jan-2023,57,2023,Tamil Nadu,respiratory,Airovent,Pulmovia Therapeutics,164.3,36.2,459
2022/12/05,49,2022,  Andhra Pradesh  ,  Cardiology  ,Vascolin,Zenova Biosciences,200.3,41.0,613
22-Aug-2022,34,2022,delhi,Diabetes,Metforal,Novanta Pharma,197.7,62.7,629
04/17/2023,68,2023,ANDHRA PRADESH,  Cardiology  ,Cardivex,Corvyx Pharma,,26.2,478
03-Oct-2022,40,2022,  Delhi  ,  Diabetes  ,Glucotend,Glucera Health,348.5,84.4,964
2024/11/04,149,2024,Delhi,Cardiology,Vascolin,Zenova Biosciences,313.0,72.8,795
31/01/2022,5,2022,  Telangana  ,respiratory,Respivan,Aerovant Pharma,120.5,32.9,359
12/22/2025,208,2025,  Gujarat  ,  Diabetes  ,Metforal,Novanta Pharma,,52.4,518
20-Jun-2022,25,2022,West Bengal,  Respiratory  ,Bronchel,Breathex Labs,136.9,23.0,370
2023-07-24,82,2023,West Bengal,Respiratory,Respivan,Aerovant Pharma,151.7,40.6,408
2025-08-04,188,2025,AndhraPradesh,CARDIOLOGY,Vascolin,Zenova Biosciences,145.1,45.8,405
23-Oct-2023,95,2023,  Kerala  ,DIABETES,Insulyn,Insulara Biotech,199.9,46.4,589
2023/12/11,102,2023,  Gujarat  ,Respiratory,Bronchel,Breathex Labs,123.1,31.9,354
2024-04-08,119,2024,  Maharashtra  ,Respiratory,Bronchel,Breathex Labs,350.7,79.0,906
12/15/2025,207,2025,AndhraPradesh,diabetes,Metforal,Novanta Pharma,152.4,41.4,504
21/10/2024,147,2024,TELANGANA,diabetes,Metforal,Novanta Pharma,149.0,48.7,379
2024/10/07,145,2024,  Maharashtra  ,cardiology,Cordamet,Meditrix Labs,386.0,111.6,1075
2024/04/15,120,2024,Rajasthan,CARDIOLOGY,Cordamet,Meditrix Labs,242.6,57.9,764
09/29/2025,196,2025,tamil nadu,respiratory,Bronchel,Breathex Labs,189.9,55.2,532
18/09/2023,90,2023,TELANGANA,  Respiratory  ,Airovent,Pulmovia Therapeutics,129.8,29.6,409
2022/03/21,12,2022,  Tamil Nadu  ,CARDIOLOGY,Cardivex,Corvyx Pharma,343.1,98.5,889
12/08/2025,206,2025,rajasthan,Respiratory,Respivan,Aerovant Pharma,142.2,37.4,406
11-Sep-2023,89,2023,rajasthan,CARDIOLOGY,Vascolin,Zenova Biosciences,167.1,43.7,535
2023-05-08,71,2023,Rajasthan,DIABETES,Glucotend,Glucera Health,215.8,52.4,690
01-Dec-2025,205,2025,ANDHRA PRADESH,Respiratory,Airovent,Pulmovia Therapeutics,139.4,37.8,448
12/09/2022,37,2022,  Telangana  ,  Respiratory  ,Airovent,Pulmovia Therapeutics,182.0,55.8,594
11/12/2023,102,2023,karnataka,RESPIRATORY,Airovent,Pulmovia Therapeutics,238.7,49.5,669
2022-01-31,5,2022,Rajasthan,Diabetes,Insulyn,Insulara Biotech,338.2,63.4,872
12-Dec-2022,50,2022,Maharashtra,Cardiology,Vascolin,Zenova Biosciences,354.1,94.7,1135
2022-02-21,8,2022,Andhra Pradesh,Diabetes,Metforal,Novanta Pharma,159.3,35.7,519
17/10/2022,42,2022,  West Bengal  ,Cardiology,Cardivex,Corvyx Pharma,176.2,36.5,501
24/04/2023,69,2023,Telangana,  Cardiology  ,Cordamet,Meditrix Labs,245.8,55.9,713
2024-12-23,156,2024,DELHI,  Diabetes  ,Metforal,Novanta Pharma,219.0,79.4,646
2023-07-17,81,2023,Kerala,  Respiratory  ,Airovent,Pulmovia Therapeutics,109.6,19.3,360
31-Oct-2022,44,2022,  Andhra Pradesh  ,diabetes,Metforal,Novanta Pharma,172.5,54.2,462
10-Jan-2022,2,2022,Tamilnadu,Cardiology,Cordamet,Meditrix Labs,188.2,62.0,536
11-Nov-2024,150,2024,  Telangana  ,  Respiratory  ,Bronchel,Breathex Labs,154.6,38.7,433
09-Oct-2023,93,2023,RAJASTHAN,diabetes,Insulyn,Insulara Biotech,225.3,65.1,763
2022-05-16,20,2022,  Gujarat  ,CARDIOLOGY,Cordamet,,152.1,39.2,481
2025/05/19,177,2025,delhi,respiratory,Airovent,Pulmovia Therapeutics,109.9,27.7,296
29-Jan-2024,109,2024,  Maharashtra  ,Respiratory,Bronchel,Breathex Labs,166.2,44.3,442
11/11/2024,150,2024,Tamil Nadu,  Respiratory  ,Respivan,Aerovant Pharma,123.1,29.4,415
13/11/2023,98,2023,gujarat,CARDIOLOGY,Cardivex,Corvyx Pharma,255.6,49.4,791
2023/05/15,72,2023,DELHI,CARDIOLOGY,Cardivex,Corvyx Pharma,179.0,55.1,524
2024-12-09,154,2024,Gujarat,Diabetes,Metforal,Novanta Pharma,186.6,58.9,583
13-Mar-2023,63,2023,  Telangana  ,cardiology,Cordamet,Meditrix Labs,255.1,70.0,714
15-Apr-2024,120,2024,rajasthan,  Respiratory  ,Respivan,Aerovant Pharma,110.1,30.7,318
01/12/2025,205,2025,WEST BENGAL,cardiology,Vascolin,Zenova Biosciences,231.3,58.7,704
11/18/2024,151,2024,ANDHRA PRADESH,diabetes,Insulyn,Insulara Biotech,272.3,67.0,917
2024/05/06,123,2024,TELANGANA,  Respiratory  ,Respivan,Aerovant Pharma,151.3,28.7,502
15-Aug-2022,33,2022,ANDHRA PRADESH,Respiratory,Bronchel,Breathex Labs,152.3,46.6,433
20-Jan-2025,160,2025,  West Bengal  ,  Respiratory  ,Bronchel,Breathex Labs,210.0,54.0,677
10-Jan-2022,2,2022,,cardiology,Cordamet,Meditrix Labs,191.0,40.4,481
30-Jan-2023,57,2023,Andhra Pradesh,diabetes,Metforal,Novanta Pharma,263.5,62.6,679
2022/08/22,34,2022,  Maharashtra  ,Diabetes,Insulyn,Insulara Biotech,259.0,82.0,662
2025-01-27,161,2025,telangana,RESPIRATORY,Airovent,Pulmovia Therapeutics,105.7,28.1,344
11/21/2022,47,2022,TELANGANA,cardiology,Cardivex,Corvyx Pharma,123.2,32.3,361
19-May-2025,177,2025,KERALA,CARDIOLOGY,Cordamet,Meditrix Labs,208.5,25.5,533
02-Dec-2024,153,2024,  Telangana  ,respiratory,Bronchel,Breathex Labs,159.5,45.0,433
2024/07/01,131,2024,Gujarat,RESPIRATORY,Airovent,Pulmovia Therapeutics,78.0,15.6,240
05/02/2022,18,2022,RAJASTHAN,  Respiratory  ,Respivan,Aerovant Pharma,202.0,52.2,587
19/09/2022,38,2022,andhra pradesh,CARDIOLOGY,Vascolin,Zenova Biosciences,210.3,65.6,692
2022/03/21,12,2022,WEST BENGAL,  Respiratory  ,Respivan,Aerovant Pharma,159.3,36.2,437
2024-10-28,148,2024,Telangana,DIABETES,Glucotend,Glucera Health,163.4,54.8,524
2023/10/16,94,2023,  Kerala  ,CARDIOLOGY,Cardivex,Corvyx Pharma,212.6,46.1,628
06/30/2025,183,2025,West Bengal,DIABETES,Metforal,Novanta Pharma,177.2,55.7,447
01/20/2025,160,2025,kerala,DIABETES,Glucotend,Glucera Health,253.2,72.0,
2023/12/04,101,2023,Karnataka ,cardiology,Cardivex,Corvyx Pharma,249.1,48.8,787
2023-11-06,97,2023,kerala,Diabetes,Insulyn,,205.6,52.5,660
26/08/2024,139,2024,  West Bengal  ,diabetes,Glucotend,Glucera Health,240.0,,715
04/03/2023,66,2023,andhra pradesh,  Respiratory  ,Bronchel,Breathex Labs,123.0,25.5,406
2024-05-06,123,2024,kerala,Diabetes,Metforal,Novanta Pharma,,61.0,652
2024-10-28,148,2024,  Delhi  ,  Respiratory  ,Respivan,Aerovant Pharma,121.7,23.1,316
2025/12/08,206,2025,West Bengal,  Diabetes  ,Insulyn,Insulara Biotech,201.6,47.8,671
21/02/2022,8,2022,Tamilnadu,DIABETES,Metforal,Novanta Pharma,235.8,53.8,676
01/03/2022,1,2022,  Kerala  ,respiratory,Bronchel,Breathex Labs,153.7,41.8,400
09/12/2024,154,2024,telangana,Diabetes,Insulyn,Insulara Biotech,229.2,,774
13-Feb-2023,59,2023,kerala,CARDIOLOGY,Cardivex,Corvyx Pharma,75.2,24.3,200
19/02/2024,112,2024,  Maharashtra  ,Respiratory,Bronchel,Breathex Labs,297.4,61.9,834
03/07/2023,79,2023,  Maharashtra  ,Respiratory,Airovent,Pulmovia Therapeutics,131.2,30.7,401
